Kenneth Stanley Murray,20/04/1928,West Orange,NJ,15/06/2008
E'Twaun Donte Moore,25/02/1989,East Chicago,IN
Charles Thomas,03/10/1969,Dayton,OH
Stephen Graham,11/06/1982,Wilmington,DE
Kiwane Garris,24/09/1974,Chicago,IL
Kelvin Trent Tucker,20/12/1959,Tarboro,NC
Charles Paulk,14/06/1946,Fitzgerald,GA
Derrick Eugene Gervin,28/03/1963,Detroit,MI
Lowes Lee Moore,05/05/1957,Plymouth,SC
Frederick Russell Crawford,23/12/1940,New York,NY
Luther A. Wright,22/09/1971,Jersey City,NJ
Charles Henke,10/10/1939,Malta Bend,MO
Lee Johnson,16/06/1957,Plummerville,AR
Rafer Jamel Alston,24/07/1976,New York,NY
George Thompson,29/11/1947,Brooklyn,NY
Thomas Joseph Gola,13/01/1933,Philadelphia,PA
Jeffrey Brian Lebo,05/10/1966,Carlisle,PA
Robert Bruce Verga,07/09/1945,Neptune,NJ
Collier Brown,14/10/1969,Detroit,MI
Rodrick Rhodes,24/09/1973,Jersey City,NJ
Troy Hudson,13/03/1976,Carbondale,IL
Michael John Smith,19/05/1965,Rochester,NY
Michael John Smith,28/03/1972,Washington,DC
Mike Smith,15/04/1976,West Monroe,LA
Donald W. Moore,05/04/1910,Pittsburgh,PA,08/04/1984
Jeffrey Maxwell Cohen,06/10/1939,Kenosha,WI,23/06/1978
Darrin Hancock,03/11/1971,Birmingham,AL
Gail Charles Goodrich,23/04/1943,Los Angeles,CA
Evric Gray,13/12/1969,Bloomington,CA
John Bernard Rogers,30/12/1963,Fullerton,CA
Murray Neal Wier,12/12/1926,Grand View,IA
Bayard Forrest,08/07/1954,San Jose,CA
John Edward Drew,30/09/1954,Vredenburgh,AL
Julius Shareef Abdur-Rahim,11/12/1976,Marietta,GA
Voshon Kelan Lenard,14/05/1973,Detroit,MI
Hubert Ira Davis,17/05/1970,Winston-Salem,NC
William Dean Naulls,07/10/1934,Dallas,TX
Arthur Edward Spector,17/10/1920,Philadelphia,PA,18/06/1987
Aaron Fitzgerald McKie,02/10/1972,Philadelphia,PA
Glynn Saulters,10/02/1945,Minden,LA
Benjamin J. Schall,08/12/1917,Cleveland,OH,09/02/1998
Dwayne Lamont Morton,08/08/1971,Louisville,KY
Nathan Allen Driggers,12/10/1973,Chicago,IL
Jeffrey Grayer,17/12/1965,Flint,MI
Spencer Mason Hawes,28/04/1988,Seattle,WA
Michael Alvin Maloy,10/05/1949,New York,NY,03/02/2009
Lester Revell Selvage,07/03/1943,St. Louis,MO,15/06/1991
Marlon Garnett,03/07/1975,Los Angeles,CA
Ronnie  Brewer,20/03/1985,Portland,OR
Ronald Charles Brewer,16/09/1955,Fort Smith,AR
Calvin Ramsey,13/07/1937,Selma,AL
Michael F. O'Koren,07/02/1958,Jersey City,NJ
Earl Gilbert Graves,05/01/1962,Scarsdale,NY
Donald D. Ackerman,04/09/1930,New York,NY,09/07/2011
Vincent Joseph Del Negro,09/08/1966,Springfield,MA
Antonio Keithflen McDyess,07/09/1974,Quitman,MS
Geno Marcellus Carlisle,13/08/1976,Grand Rapids,MI
Tod James Murphy,24/12/1963,Long Beach,CA
Donald R. Buse,10/08/1950,Huntingburg,IN
John Raymond Scott,12/07/1938,Philadelphia,PA
Martell Webster,04/12/1986,Edmond,WA
Marvin Nathaniel Webster,13/04/1952,Baltimore,MD,06/04/2009
Daniel LaDrew Vranes,29/10/1958,Salt Lake City,UT
Walter Raymond Osterkorn,06/07/1928,Chicago,IL,11/01/2012
Dwight Elmo Jones,27/02/1952,Houston,TX
Sherman Douglas,15/09/1966,Washington,DC
Kenneth Darnel Norman,05/09/1964,Chicago,IL
Eldridge David Recasner,14/12/1967,New Orleans,LA
Mark Steven Alarie,11/12/1963,Phoenix,AZ
Dwayne Clinton Jones,09/06/1983,Morgantown,WV
Ronald Glen Davis,01/01/1986,Baton Rouge,LA
Walter Piatkowski,11/06/1945,Toledo,OH
Raymond Anthony Townsend,20/12/1955,San Jose,CA
Christopher Corchiani,28/03/1968,Coral Gables,FL
Jermareo B. Davidson,17/11/1984,Atlanta,GA
James Richard Petersen,22/02/1962,Minneapolis,MN
David Anthony Noel,27/02/1984,Durham,NC
Coniel Norman,24/09/1953,Detroit,MI
Edward Joseph Erban,06/07/1921,Oshkosh,WI,17/05/2008
Rex Everett Chapman,05/10/1967,Bowling Green,KY
Emmette Bryant,04/11/1938,Chicago,IL
Adam John Morrison,19/07/1984,Casper,WY
Arvid Kramer,02/10/1956,Fulda,MN
Rasual Butler,23/05/1979,Philadelphia,PA
Glenn Reed Adams,04/04/1917,Carpentersville,IL,31/03/2011
Tom Wayne Hovasse,31/01/1967,Durango,CO
Keith Kensel Owens,31/05/1969,San Francisco,CA
Dominique O'Neal Jones,15/10/1988,Lake Wales,FL
Negele Oscar Knight,06/03/1967,Detroit,MI
Jamison Rudy Van Brewer,19/11/1980,East Point,GA
Terry Duerod,29/07/1956,Royal Oak,MI
Dontae' Antijuaine Jones,02/06/1975,Nashville,TN
Rickie O'Neal Winslow,26/07/1964,Houston,TX
Dennis Eugene Hamilton,08/05/1944,Huntington Beach,CA,18/06/2012
Ben Camey Wallace,10/09/1974,White Hall,AL
Michael David Holton,04/08/1961,Seattle,WA
Randy Brown,22/05/1968,Chicago,IL
Raymond Brown,05/07/1965,Atlanta,GA
Alonzo Edward Gee,29/05/1987,Riviera Beach,FL
Michael Louis Bratz,17/10/1955,Lompoc,CA
Andray Blatche,22/08/1986,Syracuse,NY
Kenneth R. Battle,10/10/1964,Aurora,IL
Rollen F. Hans,13/04/1931,Pasadena,CA
Robert J. Hite,12/01/1984,Cincinnati,OH
Michael Phelps,03/10/1961,Vicksburg,MS
Willie Long,01/03/1950,Fort Wayne,IN
Byron Thomas Tolbert,16/10/1965,Long Beach,CA
Charles H. Chuckovits,10/07/1912,Akron,OH,12/08/1991
Ryan Ashley Robertson,02/10/1976,Lawton,OK
Richard V. Guerin,29/05/1932,New York,NY
David Albert DeBusschere,16/10/1940,Detroit,MI,14/05/2003
James L. Fox,07/04/1943,Atlanta,GA
Jerry Lee Bird,02/02/1935,Corbin,KY
Chadwick Oliver Kinch,22/05/1958,Perth Amboy,NJ,03/04/1994
Robin Byron Lopez,01/04/1988,North Hollywood,CA
Lionel Eugene Hollins,19/10/1953,Arkansas City,KS
Edward M. Melvin,13/02/1916,Pittsburgh,PA,30/07/2004
James Robert Johnstone,20/09/1960,New Canaan,CT
Morlon David Wiley,24/09/1966,New Orleans,LA
Audley Brindley,31/12/1923,Mineola,NY,19/11/1957
Artis Gilmore,21/09/1948,Chipley,FL
Jeffrey Wallace Nordgaard,23/02/1973,Dawson,MN
Jabari Montsho Smith,12/02/1977,Atlanta,GA
Khalid Reeves,15/07/1972,Queens,NY
Jason Victor Smith,02/03/1986,Greeley,CO
Jamal Wesley Sampson,05/05/1983,Inglewood,CA
Dedrick Etan Thomas,01/04/1978,New York,NY
Alex Scales,03/07/1978,Racine,WI
Keith Orlando Herron,14/06/1956,Memphis,TN
Anthony Eugene Jackson,17/01/1958,Lexington,KY
Kelly Deshawn McCarty,24/08/1975,Chicago,IL
Tony B. Jackson,07/11/1942,Brooklyn,NY,28/10/2005
Edward Charles O'Bannon,14/08/1972,Los Angeles,CA
Darrell Antwonne Arthur ,25/03/1988,Dallas,TX
Ruben Nathaniel Patterson,31/07/1975,Cleveland,OH
Oscar Joshua Boone,21/11/1984,Mount Airy,MD
Daniel Hiram Gibson,27/02/1986,Houston,TX
Darington O'Neal Hobson,29/09/1987,Las Vegas,NV
Christopher Aaron Engler,01/03/1959,Stillwater,MN
Anthony Todd Farmer,03/01/1970,Los Angeles,CA
Reggie Williams,14/09/1986,Prince George,VA
Reggie Williams,05/03/1964,Baltimore,MD
Jamal Mashburn,29/11/1972,New York,NY
Lennox Dominique Dehere,12/09/1971,New York,NY
George Trapp,11/07/1948,Detroit,MI,21/01/2002
James K. Darrow,25/09/1937,Akron,OH,08/06/1987
Clifford Trent Robinson,13/03/1960,Oakland,CA
Clifford Ralph Robinson,16/12/1966,Buffalo,NY
Derrick Caracter,04/05/1988,Fanwood,NJ
Spencer Haywood,22/04/1949,Silver City,MS
James V. Foster,16/12/1951,Jersey City,NJ
Stanley Brown,27/06/1929,Philadelphia,PA,02/08/2009
Shaun Livingston,11/09/1985,Peoria,IL
Eddy Curry,05/12/1982,South Holland,IL
Chester J. Aubuchon,18/05/1916,Gary,IN,14/04/2005
Mychel Thompson,01/06/1988,Los Angeles,CA
Forest John Weber,18/03/1918,Rushville,IN,06/01/1990
James W. Davis,18/12/1941,Muncie,IN
Antonio Harvey,06/07/1970,Pascagoula,MS
Clifford Eugene Barker,15/01/1921,Yorktown,IN,17/03/1998
James Patrick Johnson,20/02/1987,Cheyenne,WY
JaJuan Markeis Johnson,08/02/1989,Indianapolis,IN
Horace L. Walker,07/04/1937,Chester,PA,07/06/2001
John M. Orr,10/06/1927,Yale,KS
LaSalle Thompson,23/06/1961,Cincinnati,OH
Jonathan Corey Crowder,13/04/1969,Carrollton,GA
Clarence Weatherspoon,08/09/1970,Crawford,MS
David Dirk Hoppen,13/03/1964,Omaha,NE
Linton Rodney Townes,30/11/1959,Richmond,VA
Larry Darnell Hughes,23/01/1979,St. Louis,MO
Robert Neu,28/06/1917,Chicago,IL,07/02/1971
Xavier James Silas,22/01/1988,San Antonio,TX
Edward Williams,06/06/1946,Boulder,CO
Charles Leon Williams,31/12/1953,Columbus,OH
John Givens,12/05/1926,McHenry,KY,08/12/2009
Dexter Jerome Pittman,02/03/1988,Rosenberg,TX
Charles E. Williams,05/09/1943,Colorado Springs,CO
Samuel Jones,24/06/1933,Wilmington,NC
Adrian Bernard Caldwell,04/07/1966,Falls County,TX
Matthew Vincent Walsh,02/12/1982,Holland,PA
Anthony Montreace Grundy,15/04/1979,Louisville,KY
Perry Victor Moss,11/11/1958,Tucson,AZ
Jerome Clay Whitehead,30/09/1956,Waukegan,IL
Orbie Lee Bowling,21/03/1939,,KY
LaFarrell Darnell Mee,11/02/1971,Cleveland,TN
Derrick Jonathon Dial,20/12/1975,Detroit,MI
Kendall Cedric Gill,25/05/1968,Chicago,IL
David A. Stallworth,20/12/1941,Dallas,TX
Robert Shaw,22/05/1921,Richwood,OH,10/04/2011
Mark Ellsworth Madsen,28/01/1976,Walnut Creek,CA
Avery Johnson,25/03/1965,New Orleans,LA
Roger Dale Phegley,16/10/1956,East Peoria,IL
Ronnie Goodall Cavenall,30/04/1959,Beaumont,TX
William Henry Bacon,05/07/1948,Louisville,KY
Adam Thomas Keefe,22/02/1970,Irvine,CA
Gary A. Phillips,07/12/1939,Quincy,IL
Acie Law,25/01/1985,Dallas,TX
Clifton Pondexter,15/09/1954,Fresno,CA
Harold T. Hutcheson,16/05/1920,Hopkins,MO,17/09/1991
Gawen Deangelo Wells,20/09/1976,Muncie,IN
Lynn Greer,23/10/1979,Philadelphia,PA
George Wilson,09/05/1942,Meridian,MS
George William Wilson,03/02/1914,Chicago,IL,23/11/1978
William Allen Edwards,22/09/1971,Middletown,OH
Monte Corwin Towe,27/09/1953,Marion,IN
Josh Douglas Harrellson,12/12/1989,St. Charles,MO
John W. Austin,31/08/1944,Washington,DC
Lloyd Neal,10/12/1950,Talbottom,GA
Rory Darnell Sparrow,12/06/1958,Suffolk,VA
Edward Adam Davis,05/06/1989,Washington,DC
Anthony Lamar Tolliver,01/06/1985,Springfield,MO
Brian Darnell Oliver,01/06/1968,Chicago,IL
Robert Alexander Blackwell,27/06/1970,Toms River,NJ
Peter Maravich,20/08/1920,Logstown,PA,15/04/1987
Brian Martin,18/08/1962,Fort Smith,AR
Demetrius Calip,18/11/1969,Flint,MI
Harry Shor,08/06/1923,Chicago,IL,15/10/1994
Henry Dickerson,27/11/1951,Beckley,WV
Daniel Ray Ainge,17/03/1959,Eugene,OR
Dwayne Whitfield,21/08/1972,Aberdeen,MS
Matthew Patrick Maloney,06/12/1971,Silver Spring,MD
John Turley Dillon,08/01/1924,Savannah,GA,18/01/2004
Jimmy Allen Oliver,12/07/1969,Menifee,AR
Daniel George Ewing,26/03/1983,Milton,FL
Norm Richardson,24/07/1979,Brooklyn,NY
Larue Martin,30/03/1950,Chicago,IL
Andrew Johnson,08/11/1932,Kalamazoo,MI,30/08/2002
Anthony Mark Johnson,10/10/1974,Charleston,SC
Michael Price,11/09/1948,Russellville,KY
Lucious H. Harris,18/12/1970,Los Angeles,CA
Edward S. Spotovich,06/05/1916,Pittsburgh,PA,07/09/2002
Alfred A. Bianchi,26/03/1932,Long Island City,NY
Joseph Pace,18/12/1953,New Brunswick,NJ
Derrick Joseph Chievous,03/07/1967,New York,NY
Darius LaVar Miles,09/10/1981,Belleville,IL
Wilbert B. Frazier,24/08/1942,Minden,LA
Kenneth Satterfield,12/04/1981,New York,NY
William Bruce Hale,30/08/1918,Medford,OR,30/12/1980
Glenn R. Hansen,21/04/1952,Devils Lake,ND
Richard W. Niemann,02/07/1946,St. Louis,MO
Austin Robbins,30/09/1944,Leesburg,FL,18/11/2009
Leroy Winfield,04/02/1947,St. Louis,MO,04/02/2011
Joseph Henry White,16/11/1946,St. Louis,MO
Luke Robert Babbitt,20/06/1989,Cincinnati,OH
Thomas Edward Henderson,26/01/1952,Newberry,SC
Paul Anthony Pierce,13/10/1977,Oakland,CA
Melvyn Jerome Davis,09/11/1950,New York,NY
John Kenneth Spain,06/10/1946,Houston,TX,15/10/1990
Trenton Lavar Hassell,04/03/1979,Clarksville,TN
Michael Wilson,15/09/1959,Memphis,TN
Peter Shawn Chilcutt,14/09/1968,Sumter,SC
Sylvester Norris,18/02/1957,Jackson,MS
Charles Lawrence Davis,07/09/1949,New York,NY
Charles Edward Davis,05/10/1958,Nashville,TN
Marquis Antwane Daniels,07/01/1981,Orlando,FL
John Payak,20/11/1926,Rossford,OH,27/02/2009
John W. Greig,28/04/1961,Sacramento,CA
Joe Tom Strawder,21/09/1940,Belle Glade,FL,24/08/2005
Jacque Vaughn,11/02/1975,Los Angeles,CA
Louie Dampier,20/11/1944,Indianapolis,IN
John William Rudd,07/08/1955,DeRidder,LA
Duncan Vann Williford,26/01/1948,Fayetteville,NC
James A. Luisi,02/11/1928,New York,NY,07/06/2002
Charles E. Tyra,16/08/1935,Louisville,KY,29/12/2006
Mark Allen Olberding,21/04/1956,Melrose,MN
Ernest Todd Mitchell,26/07/1966,Toledo,OH
LuBara Dixon Simpkins,06/04/1972,Fort Washington,MD
Devin Antoine Gray,31/03/1972,Baltimore,MD
Walter Frazier,29/03/1945,Atlanta,GA
Samuel E. Mitchell,02/09/1963,Columbus,GA
Jason Anthony Richardson,20/01/1981,Saginaw,MI
Robert Edris Davies,15/01/1920,Harrisburg,PA,22/04/1990
Jack Wayne Sikma,14/11/1955,Kankankee,IL
Daniel Theodore Tieman,30/11/1940,Covington,KY
Joseph F. Colone,23/01/1926,Berwick,PA,01/07/2009
Andre Spencer,20/07/1964,Stockton,CA
Gary R. Alexander,01/11/1969,Jacksonville,FL
Malcolm H. McMullen,23/08/1927,Fostoria,OH,11/04/1995
Darryl Dawkins,11/01/1957,Orlando,FL
DeMarcus Amir Cousins,13/08/1990,Mobile,AL
Lukas Robin Ridnour,13/02/1981,Coeur DAlene,ID
Claude Felton Virden,25/11/1947,Akron,OH
Dale Wayne Wilkinson,18/03/1960,Pocatello,ID
Damien Lamont Wilkins,11/01/1980,Washington,NC
Hugh Jesse Arnelle,30/12/1933,New Rochelle,NY
Robert F. Gruenig,12/03/1913,Chicago,IL,11/08/1958
Corey Yasuto Gaines,01/06/1965,Los Angeles,CA
Daniel Lewis Majerle,09/09/1965,Traverse City,MI
DeWayne Jay Scales,28/12/1958,Dallas,TX
Lonny Leroy Baxter,27/07/1979,Silver Spring,MD
Norris J. Coleman,27/09/1961,Jacksonville,FL
Alva L. Paine,22/07/1919,Harrah,OK,22/03/2008
Paul R. Neumann,30/01/1938,Newport Harbor,CA
Wardell Stephen Curry,14/03/1988,Akron,OH
James Singleton,20/07/1981,Chicago,IL
Jeffrey Demarco Teague,10/06/1988,Indianapolis,IN
Stephen Samuel Stipanovich,17/11/1960,St. Louis,MO
Quincy Lavell Lewis,26/06/1977,Little Rock,AR
Ryan Kenwood Hollins,10/10/1984,Pasadena,CA
Joshua Malik Childress,20/06/1983,Harbor City,CA
Gus Johnson,13/12/1935,Akron,OH,29/04/1987
Michael Bibby,13/05/1978,Cherry Hill,NJ
Ollie Johnson,11/05/1949,Philadelphia,PA
Doyle Cofer,18/01/1923,Bruceville,IN,15/01/1999
Chase Andrew Budinger,22/05/1988,Encinatas,CA
Walter Scott Palmer,23/10/1968,Ithaca,NY
Brian Keith Evans,13/09/1973,Rockford,IL
Andrew John Panko,29/11/1977,Harrisburg,PA
James W. Slaughter,13/05/1928,Roanoke,VA,02/08/1999
Henry Joseph Darcey,03/03/1930,Oklahoma City,OK,31/08/2009
Maurice Howard,25/08/1954,Philadelphia,PA
Calvin Jerome Murphy,09/05/1948,Norwalk,CT
Terry Gilbert Dischinger,21/11/1940,Terre Haute,IN
John Arlington Hargis,20/08/1920,Nacogdoches,TX,02/01/1986
John Anthony Barnhill,20/03/1938,Evansville,IN
Clarence Glover,01/11/1947,Horse Caves,KY
Richard Leonard Adelman,16/06/1946,Lynwood,CA
Eugene Williams,01/04/1947,San Francisco,CA
Bobby Jackson,13/03/1973,East Spencer,NC
Priest Lauderdale,31/08/1973,Chicago,IL
Rudolph Anton LaRusso,11/11/1937,Brooklyn,NY,09/07/2004
Eugene Michael Guarilia,13/09/1937,Duryea,PA
Johnny Harold High,25/04/1957,Birmingham,AL,13/06/1987
Albert Harrington,17/02/1980,Los Angeles,CA
Fred W. Hetzel,21/07/1942,Washington,DC
Ivan McFarlin,26/04/1982,Missouri City,TX
William Cunningham,25/03/1974,Augusta,GA
Andrew Charles Lang,28/06/1966,Pine Bluff,AR
Trevor Wilson,16/03/1968,Los Angeles,CA
Antonio Maurice Lang,15/05/1972,Mobile,AL
Nathan Militzok,03/05/1923,The Bronx,NY,14/05/2009
Bob Wilkinson,24/02/1938,LaPorte,IN
Theodore McClain,30/08/1946,Nashville,TN
Ronald Keith Moore,16/01/1962,New York,NY
Thomas Tracy Piotrowski,17/10/1960,West Chester,PA
Jack Wade Moreland,11/03/1938,Minden,LA,19/12/1971
Charles Edge,23/02/1950,Hampraca,MI
Michael Edward Lynn,25/11/1945,Covina,CA
Bryant Lamonica Stith,10/12/1970,Emporia,VA
Thomas M. Kron,20/02/1944,Tell City,IN,29/11/2007
Christopher Scott Washburn,13/05/1965,Hickory,NC
Michael Thomas Bradley,18/04/1979,Worcester,MA
Daniel James O'Sullivan,03/03/1968,Bronx,NY
James E. Collins,24/11/1946,Syracuse,NY
Eddie B. Robinson,19/04/1976,Flint,MI
Eugene William Ollrich,30/06/1922,Whiting,IN,16/06/2008
Mustafadeen Abdush Shakur,18/08/1984,Philadelphia,PA
John Frederick Townsend,20/09/1916,Indianapolis,IN,04/12/2001
Dean Heath Garrett,27/11/1966,Los Angeles,CA
John Wallace,09/02/1974,Rochester,NY
Chris Richard,25/12/1984,Lakeland,FL
Howard Hershey Carl,07/06/1938,Chicago,IL,24/10/2005
Kirk Patrick Snyder,05/06/1983,Los Angeles,CA
Randolph Smith,12/12/1948,Bellport,NY,04/06/2009
Kevin M. Stacom,04/09/1951,New York,NY
Leary Lee Lentz,23/02/1945,Clarkton,MO
Joseph A. Nelson,16/03/1927,Richfield,UT,20/07/2009
William Clintard Robinzine,20/01/1953,Chicago,IL,16/09/1982
Michael Donnell Niles,31/03/1955,Los Angeles,CA
Reggie Wayne Theus,13/10/1957,Inglewood,CA
Bernard A. Toone,14/07/1956,Yonkers,NY
Robert George Thornton,10/07/1962,Los Angeles,CA
Urgel Wintermute,09/07/1917,Portland,OR
Cherokee Bryan Parks,11/10/1972,Huntington Beach,CA
Herschel David Baltimore,21/06/1921,New Castle,PA,01/01/1968
Melvin P. Bennett,04/01/1955,Pittsburgh,PA
Robert Lackey,04/04/1949,Evanston,IL,04/06/2002
Alexander Murray Hannum,19/07/1923,Los Angeles,CA,18/01/2002
Dijon Lynn Thompson,23/02/1983,Los Angeles,CA
Richard Laurel,11/07/1954,Philadelphia,PA
Phillip D Woolpert,15/12/1915,Danville,KY,07/05/1987
Ralph Kim Drollinger,20/04/1954,La Mesa,CA
Gregory Fuller Kite,05/08/1961,Houston,TX
Cedric R. Hunter,16/01/1965,Omaha,NE
James Dale Augustine,27/02/1984,Midlothian,IL
Patrick Eddie,27/12/1967,Milwaukee,WI
Edward Wisbar,03/05/1916,Detroit,MI
Courtney Jason Alexander,27/04/1977,Bridgeport,CT
Cory Lynn Alexander,22/06/1973,Waynesboro,VA
Andre Rashawd Barrett,21/02/1982,Bronx,NY
Terry C. Thomas,20/08/1953,Detroit,MI,26/10/1998
Albert Beard,27/04/1942,Fort Valley,GA
John R. McConathy,09/04/1930,Gibsland,LA
Walton Kirk,03/09/1924,Mount Vernon,IL
Clint McDaniel,26/02/1972,Tulsa,OK
Paul Russell Davis,21/07/1984,Detroit,MI
Randy White,04/11/1967,Shreveport,LA
Wardell Jackson,18/07/1951,Yazoo City,MI
Tommie Lee Bowens,07/07/1940,Okolona,MS
John Lee Williamson,10/11/1951,New Haven,CT,30/11/1996
Michael Eugene Gale,18/07/1950,Philadelphia,PA
Jordan Williams,11/10/1990,Torrington,CT
John Sam Williams,26/10/1966,Los Angeles,CA
Michael D. Novak,23/04/1915,Chicago,IL,15/08/1978
Clifford Ray,21/01/1949,Union,SC
Darnell Edred Jackson,07/11/1985,Oklahoma City,OK
Eugene Ray Ellefson,18/11/1927,Brookings,SD,07/10/1994
Tony John Windis,27/01/1933,Woodside,NY
Walter Wesley,25/01/1945,Fort Myers,FL
Stevie Ray Hamer,13/11/1973,Memphis,TN
Melvin Lamont McCants,19/08/1967,Chicago,IL
Albert T. Sanders,01/01/1950,Baton Rouge,LA,04/05/1994
David Vanterpool,31/03/1973,Daytona Beach,FL
Gerard L. Bush,06/09/1914,Brooklyn,NY,27/10/1976
Derrick Bernard Favors,15/07/1991,Atlanta,GA
Kurk Lee,03/06/1967,Baltimore,MD
John B. Hoekstra,07/11/1917,Wichert,IL,25/10/2006
Penny Ann Early (Hill),30/05/1943,Chicago,IL
Brent Robert Barry,31/12/1971,Hempstead,NY
Andrew Michael Phillip,07/03/1922,Granite City,IL,28/04/2001
Phil Zevenbergen,13/04/1964,Seattle,WA
Charles E. Bloedorn,28/05/1912,,NC,20/05/1998
Joshua David Grant,07/08/1967,Salt Lake City,UT
Paul Joseph Arizin,09/04/1928,Philadelphia,PA,12/12/2006
McKinley Singleton,29/10/1961,Memphis,TN
Gus Williams,10/10/1953,Mount Vernon,NY
Guy Bernard Williams,01/07/1960,Los Angeles,CA
Eric Mobley,01/02/1970,Bronx,NY
Hollis Douglas Sims,29/06/1943,Elba,AL
Allen Charles Terry,27/09/1950,Long Beach,CA
Alvin Leroy Scott,14/09/1955,Cleveland,TN
Robert J. Allen,17/07/1946,Port Huron,MI
Bernard Ray Blume,23/09/1958,Valdosta,GA
Michael Jeffrey Jordan,17/02/1963,Brooklyn,NY
George E. Stone,09/02/1946,Murray,KY
Frederick Appleton Schaus,30/06/1925,Newark,OH,10/02/2010
Chris Dean Carr,12/03/1974,Ironton,MI
Paul V. Cloyd,13/06/1920,Madison,WI,28/12/2005
George R. Blaney,12/11/1939,Jersey City,NJ
Chariton Arnold Ferrin,29/07/1925,Salt Lake City,UT
Ronald Murray,29/07/1979,Philadelphia,PA
Wayne Pack,05/07/1950,Indianapolis,IN
Rodney King Thorn,23/05/1941,Princeton,WV
Dontonio Wingfield,23/06/1974,Albany,GA
Kenneth Henry Fields,09/02/1962,Iowa City,IA
David John Corzine,25/04/1956,Arlington Heights,IL
Rickey Darnell Brown,20/08/1958,Madison County,MS
Thomas Jerome Hawkins,22/12/1936,Chicago,IL
World B. Free,09/12/1953,Atlanta,GA
Stephen Christopher Howard,15/07/1970,Dallas,TX
Tellis Joseph Frank,26/04/1965,Gary,IN
William Anthony Blalock,08/09/1983,Boston,MA
Kevin Wesley Love,07/09/1988,Santa Monica,CA
Kareem Lamar Rush,30/10/1980,Kansas City,MO
Kelvin Parnell Upshaw,24/01/1963,Chicago,IL
Charles C. Jordan,31/01/1954,Indianapolis,IN
Nicholas Mantis,07/12/1935,East Chicago,IN
Robert C. Nugent,18/09/1915,Syracuse,NY,04/06/1995
Matthew Wayne Freije,02/10/1981,Overland Park,KS
Timothy Daniel McCormick,10/03/1962,Detroit,MI
Wallace Clayton Jones,14/07/1926,Harlan,KY
Harold Pressley,14/07/1963,Bronx,NY
Wali Jones,14/02/1942,Philadelphia,PA
Paul C. Gordon,08/04/1927,Baltimore,MD,02/11/2002
David McKinley Henderson,21/07/1964,Henderson,NC
James Lang,17/10/1983,Mobile,AL
Aloysius R. Lujack,05/10/1920,Connellsville,PA,26/12/2002
Willie Scott,22/05/1947,Gadsden,AL
Michael S. Higgins,17/02/1967,Grand Island,NE
Thomas Harold Burrough,18/01/1973,Charlotte,NC
Amar'e Carsares Stoudemire,16/11/1982,Lake Wales,FL
William McGill Kenville,01/12/1930,Elmhurst,NY
Orlando Carl Nicks,06/10/1958,Chicago,IL
Claude Holmes,15/08/1905,Warren,IN,27/01/1985
Calbert Nathaniel Cheaney,17/07/1971,Evansville,IN
Terrel Harris,10/08/1987,Dallas,TX
Dominic Rashad McGuire,20/10/1985,San Diego,CA
Herman Reid,31/03/1968,Virginia Beach,VA
Michael Jerome Gibson,27/10/1960,Williamsburg Co.,SC
Andrew Kostecka,10/02/1921,Newark,NJ,17/01/2007
Larry Stewart,21/09/1968,Philadelphia,PA
William P. Melchionni,19/10/1944,Philadelphia,PA
Jerry Rizzo,21/04/1919,Astoria,NY
Rodney Earl McCray,29/08/1961,Mount Vernon,NY
Jacky Dorsey,18/12/1954,Atlanta,GA
Charles Gorham Getchell,14/08/1920,Abington,PA,07/07/1980
Gary J. Keller,13/06/1944,Elizabeth,NJ
Jon Francis Koncak,17/05/1963,Cedar Rapids,IA
Ansley Hoover Truitt,24/08/1950,West Point,GA
Lawrence Ronald Costello,02/07/1931,Minoa,NY,11/12/2001
Marshall Wayne See,03/11/1923,Clemenceau,AZ
Damion Marquez Williams James,07/10/1987,Hobbs,NM
Richard P. Mehen,20/05/1922,Wheeling,WV,14/12/1986
Leo Gottlieb,28/11/1920,New York,NY
Milton M. Ticco,22/09/1922,Jenkins,KY,26/01/2002
Raymond Darlington Felix,10/12/1930,New York,NY,28/07/1991
Devin Green,25/10/1982,Columbus,OH
Jimmy Hal King,09/08/1973,South Bend,IN
Vern Fleming,04/02/1962,New York,NY
Carl Thomas,03/10/1969,Dayton,OH
Steve D'Shawn Francis,21/02/1978,Silver Spring,MD
Roy Denzil Hibbert,11/12/1986,Queens,NY
Charles Edward Hayes,11/06/1983,San Leandro,CA
John Thomas Salley,16/06/1964,Brooklyn,NY
James Leonard King,07/02/1941,Tulsa,OK
Ben Frank Gates,12/04/1920,Huntsville,TX,26/07/1978
Charles Jones,03/04/1957,McGehee,AR
Wendell Ladner,06/10/1948,Necaise Crossing,MS,24/06/1975
Charles Alexander Jones,12/01/1962,Scooba,MS
Charles Rahmel Jones,17/07/1975,Brooklyn,NY
Trevor Anthony Ariza,30/06/1985,Miami,FL
Willie White,20/08/1962,Memphis,TN
Edward Arnet Johnson,01/05/1959,Chicago,IL
Edward Johnson,24/02/1955,Ocala,FL
Robert M. Portman,22/03/1947,San Francisco,CA
Ed L. Johnson,17/06/1944,Atlanta,GA
Harry Edward Jeannette,15/09/1917,New Kensington,PA,11/03/1998
Steven Dwayne Harris,15/10/1963,Kansas City,MO
